epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.47629043459892273,2.5734684467315674,0.001,0.6694915294647217,1.6219532489776611
1,0.6283432245254517,1.7908480167388916,0.001,0.694650411605835,1.4672573804855347
2,0.6803564429283142,1.547501802444458,0.001,0.7190148234367371,1.374767780303955
3,0.7154455184936523,1.3976060152053833,0.001,0.7245762944221497,1.3419297933578491
4,0.7434719204902649,1.2739171981811523,0.001,0.7309321761131287,1.3224064111709595
