epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5548911094665527,1.971015453338623,0.001,0.7158368825912476,1.2566486597061157
1,0.6872607469558716,1.3665838241577148,0.001,0.7349046468734741,1.147868275642395
2,0.7323696613311768,1.1686359643936157,0.001,0.7341101765632629,1.1354975700378418
3,0.8518415689468384,0.6963379383087158,0.00020000001,0.8045550584793091,0.8496381640434265
4,0.8930429220199585,0.5190857648849487,0.00020000001,0.8027012944221497,0.8427395820617676
