epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5821254253387451,1.7156928777694702,0.001,0.6986228823661804,1.1303149461746216
1,0.69029700756073,1.1999430656433105,0.001,0.7190148234367371,1.0380672216415405
2,0.7235379815101624,1.0552189350128174,0.001,0.7293432354927063,0.99167799949646
3,0.7466270923614502,0.961128294467926,0.001,0.7293432354927063,0.9770601391792297
4,0.7895049452781677,0.8232444524765015,0.00020000001,0.741525411605835,0.9456701278686523
