epoch,accuracy,loss,lr,val_accuracy,val_loss
15,0.9243168234825134,0.41615530848503113,1e-06,0.8170021176338196,0.82070392370224
16,0.9244488477706909,0.4163006544113159,1e-06,0.8114407062530518,0.8286855816841125
17,0.9236171841621399,0.4188792407512665,2e-07,0.8201800584793091,0.8271242380142212
18,0.9234983325004578,0.41840407252311707,2e-07,0.8127648234367371,0.8292111754417419
19,0.9246468544006348,0.4175822138786316,1e-07,0.8127648234367371,0.8326008319854736
