epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5546270608901978,1.9762959480285645,0.001,0.7036546468734741,1.2625833749771118
1,0.6864422559738159,1.3684289455413818,0.001,0.7304025292396545,1.171766757965088
2,0.7340198159217834,1.167844533920288,0.001,0.7354342937469482,1.1304465532302856
3,0.7655181288719177,1.0228338241577148,0.001,0.7537076473236084,1.075906753540039
4,0.7940593957901001,0.9153519868850708,0.001,0.7513241767883301,1.099953055381775
